ticker,sector,industry,earnings_date,currency,curr_price_date,foll_price_date,current_price,following_price,percent_change,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
TM,Consumer Discretionary,Automobiles,2017-03-31,JPY,2017-04-07,2018-03-09,104.7253,128.2492,0.224624804130425,4862857000000,27597193000000,22734336000000,22734336000000,1994372000000,2868485000000,0,2868485000000,None,129630000000,163231000000,29353000000,None,0,None,1610950000000,2193825000000,628900000000,None,1926985000000,None,2489362000000,4100312000000,1831109000000,3414237000000,None,None,None,None,1610950000000,3541437000000,0,-246326000000,None,-2969939000000,-375165000000,None,None,None,None,638172000000,638172000000,None,None,None,None,-703986000000,None,0,0,48750186000000,17833695000000,2995075000000,2995075000000,2388617000000,None,30916491000000,5700818000000,0,0,0,0,None,10525567000000,2904252000000,12357000000,10193815000000,30567110000000,17318965000000,None,None,None,9244131000000,13248145000000,0,9893990000000,9244131000000,None,19155727000000,3979935000000,521876000000,18000689000000,-1608243000000,17601070000000,397050000000,1527913000
CSCO,Information Technology,Communications Equipment,2017-07-29,USD,2017-08-04,2018-07-06,27.7935,38.533,0.3864032957346142,30224000000,48005000000,17781000000,17781000000,11973000000,11177000000,6059000000,18251000000,1338000000,-861000000,1338000000,861000000,47963000000,-163000000,None,259000000,12287000000,2678000000,861000000,9609000000,9981000000,13148000000,13407000000,9609000000,13876000000,1656000000,None,1247000000,661000000,1100000000,964000000,282000000,394000000,9609000000,-6036000000,-3806000000,2497000000,3685000000,3685000000,None,5500000000,5511000000,None,708000000,6980000000,None,-2977000000,None,4077000000,None,129818000000,83703000000,11708000000,70492000000,1616000000,10002000000,42859000000,3322000000,9497000000,32305000000,2539000000,29766000000,59916000000,983000000,58784000000,1593000000,1511000000,63681000000,27583000000,1385000000,18494000000,7992000000,3245000000,36098000000,None,30472000000,4747000000,25725000000,33717000000,4392000000,1450000000,66137000000,None,20838000000,45253000000,4983000000
TMO,Health Care,Life Sciences Tools & Services,2017-12-31,USD,2018-01-05,2018-12-07,200.2689,233.9216,0.16803757348245288,9448000000,20918000000,11470000000,11470000000,2960000000,5504000000,887000000,8081000000,81000000,-592000000,81000000,592000000,-35000000,-20000000,439000000,1590000000,2426000000,201000000,596000000,2228000000,2858000000,2960000000,4608000000,2225000000,4005000000,1305000000,None,1290000000,1694000000,2033000000,508000000,362000000,81000000,2225000000,-7729000000,3854000000,-134000000,750000000,750000000,None,237000000,237000000,None,1690000000,6459000000,None,1068000000,None,130000000,None,56669000000,9421000000,1335000000,1335000000,2971000000,4311000000,47371000000,4047000000,2292000000,41974000000,16684000000,25290000000,32000000,32000000,26000000,804000000,1227000000,31256000000,7048000000,1428000000,719000000,2135000000,960000000,21442000000,None,21078000000,1175000000,None,22038000000,2766000000,2569000000,25413000000,3103000000,15914000000,428000000,402800000
PEP,Consumer Staples,Beverages,2017-12-31,USD,2018-01-05,2018-12-07,104.6083,105.4869,0.008398951134852645,34729000000,63525000000,28796000000,28796000000,10276000000,24453000000,737000000,27424000000,None,-1151000000,244000000,1151000000,235000000,244000000,2227000000,2301000000,9551000000,4694000000,1151000000,4908000000,5719000000,10702000000,13003000000,4857000000,10030000000,1456000000,None,-137000000,350000000,2369000000,2969000000,202000000,168000000,4908000000,-4403000000,-4186000000,-1053000000,2000000000,2000000000,None,4472000000,4472000000,None,None,7509000000,None,-1538000000,None,1452000000,47000000,79804000000,31027000000,10610000000,19510000000,2947000000,7024000000,48823000000,17240000000,21866000000,28582000000,13838000000,14744000000,2042000000,2042000000,8900000000,1546000000,913000000,68823000000,20502000000,6727000000,None,5485000000,5485000000,48321000000,None,37816000000,5485000000,33796000000,43301000000,2954000000,11283000000,11045000000,-32954000000,52839000000,24000000,1419000000
ORCL,Information Technology,Software,2017-05-31,USD,2017-06-09,2018-05-11,41.7159,44.0594,0.0561776205235893,23017000000,37792000000,14775000000,2801000000,12913000000,9373000000,6153000000,17678000000,802000000,-1798000000,802000000,1798000000,-152000000,31000000,1000000000,1451000000,11680000000,2228000000,1798000000,9217000000,9451000000,13478000000,14929000000,9452000000,14126000000,4073000000,614000000,498000000,6000000,2451000000,2021000000,-18000000,88000000,9570000000,-21494000000,9086000000,None,3561000000,3561000000,None,2889000000,2631000000,None,2181000000,None,None,-1380000000,None,1632000000,-86000000,134991000000,74515000000,21784000000,66078000000,300000000,5300000000,60476000000,5315000000,4979000000,50724000000,7679000000,43045000000,49973000000,40000000,44294000000,2837000000,3294000000,81131000000,24178000000,599000000,8835000000,9797000000,9797000000,56567000000,None,266238000000,9797000000,48112000000,57909000000,3583000000,2774000000,53860000000,None,27598000000,27065000000,4137000000
ACN,Information Technology,IT Services,2017-08-31,USD,2017-09-08,2018-08-10,124.5509,152.465,0.22411801119060565,11071492000,36176841000,25105349000,25734986000,5191402000,5888090000,704317000,6742076000,37940000,-15545000,37940000,15545000,95488000,-87720000,362817000,149417000,4426249000,981100000,15545000,3634932000,4012085000,4441794000,4591211000,3445149000,4973039000,1304539000,None,44823000,853023000,801789000,515919000,73322000,None,3485801000,-2233879000,-3560235000,None,2649051000,2649051000,None,1567578000,1567578000,None,None,None,None,-1973006000,None,-778749000,42326000,22689890000,12097289000,4126860000,4129871000,None,4569214000,10592601000,1140598000,1912146000,5712734000,710382000,5002352000,189066000,211610000,3011000,1082161000,1226331000,13740413000,9824279000,1525065000,3332768000,2907000,25070000,3155411000,None,0,2907000,None,25070000,857938000,349363000,8949477000,1649090000,7081855000,71000,617515125
ABT,Health Care,Health Care Equipment & Supplies,2017-12-31,USD,2018-01-05,2018-12-07,55.0596,66.4732,0.2072953672020865,13006000000,27683000000,23429000000,12409000000,1564000000,9182000000,2260000000,12164000000,124000000,-904000000,124000000,904000000,1197000000,1413000000,1046000000,1975000000,2355000000,1878000000,904000000,353000000,1529000000,3259000000,5234000000,477000000,5570000000,917000000,None,1764000000,-151000000,3026000000,1135000000,207000000,-249000000,477000000,-9618000000,-5281000000,-1034000000,117000000,827000000,710000000,1849000000,1849000000,None,None,0,None,-477000000,None,-9213000000,116000000,76250000000,20147000000,9407000000,9610000000,3601000000,5249000000,54278000000,7607000000,7658000000,45493000000,21473000000,24020000000,235000000,883000000,203000000,1667000000,176000000,45353000000,8912000000,2402000000,198000000,714000000,206000000,38409000000,None,27210000000,508000000,27210000000,27924000000,5796000000,9030000000,30897000000,10225000000,23978000000,23206000000,1748070000
VZ,Communication Services,Diversified Telecommunication Services,2017-12-31,USD,2018-01-05,2018-12-07,43.5199,50.0998,0.151192902557221,26196000000,126034000000,99838000000,51556000000,27425000000,28592000000,None,46687000000,None,-4733000000,82000000,4733000000,-226000000,-2021000000,14741000000,16954000000,20145000000,-9956000000,6733000000,30550000000,30087000000,24878000000,41832000000,30101000000,24318000000,8344000000,None,-335000000,5191000000,17109000000,17247000000,6015000000,-168000000,30550000000,-18456000000,-6151000000,-170000000,0,0,None,9472000000,9472000000,None,None,27707000000,None,None,None,-801000000,None,257143000000,29913000000,2079000000,2079000000,1034000000,23493000000,227230000000,88568000000,157930000000,127836000000,98664000000,29172000000,1039000000,1039000000,74000000,3307000000,9787000000,226874000000,33037000000,7063000000,None,3453000000,150000000,179419000000,None,116945000000,3303000000,None,117095000000,19437000000,34545000000,42680000000,7139000000,35635000000,424000000,4087000000
ADBE,Information Technology,Software,2017-12-01,USD,2017-12-08,2018-11-09,173.57,244.84,0.4106124330241402,6291014000,7301505000,1010491000,76100000,2168095000,2822298000,1224059000,4122919000,66069000,-74402000,66069000,74402000,-30705000,83000,None,310500000,2137641000,443687000,74402000,1693954000,1755735000,2212043000,2522543000,1693954000,2912853000,69430000,None,71425000,159133000,325997000,178122000,187173000,None,1693954000,-442877000,-1183735000,None,1100000000,1100000000,None,None,None,None,None,None,None,-941649000,158351000,1294757000,8516000,14535556000,7247813000,2306000000,5819774000,None,1217968000,7287743000,936976000,1266518000,6207219000,385658000,5821561000,None,None,3513702000,210000000,143548000,6075687000,3527457000,113538000,2494542000,None,1882479000,666809000,None,1881421000,1882479000,None,1881421000,1007050000,125188000,8459000000,6084436000,9573870000,61000,491262000
CRM,Information Technology,Software,2018-01-31,USD,2018-02-09,2019-01-11,106.98,147.55,0.3792297625724435,7767000000,10393069000,9443771000,2773000000,454000000,5917649000,1553000000,7313000000,36000000,-86943000,57000,87000000,21080000000,-53000000,None,784000000,420000000,60000000,86943000,127478000,434000000,507000000,1291000000,360000000,2738000000,136340000,None,1860129000,695879000,373000000,534027000,720019000,None,127478000,-2011000000,221000000,None,None,None,None,None,None,None,None,None,None,650300000,None,936000000,-12000000,21984000000,9584000000,2543000000,4521705000,None,3917401000,12057809000,1947000000,1456000000,8141000000,827000000,7314000000,2655504000,677283000,1978221000,818573000,384000000,11608000000,10067000000,76000000,7094705000,1127256000,1127256000,1487921000,779962000,1726821000,1025000000,695000000,1726821000,561000000,846000000,10376000000,None,635000000,1000000,707460000
CMCSA,Communication Services,Media,2017-12-31,USD,2018-01-05,2018-12-07,37.799,35.0352,-0.07311833646392751,66314000000,85029000000,18212000000,25355000000,18018000000,7742000000,None,18020000000,136000000,-3086000000,-2996000000,3086000000,None,61000000,7914000000,10130000000,15166000000,-7569000000,3086000000,22900000000,22822000000,18252000000,28382000000,22735000000,21261000000,2820000000,None,181000000,None,10267000000,11297000000,None,None,22922000000,-13533000000,-7572000000,-1905000000,5435000000,5435000000,None,2883000000,2883000000,None,0,11466000000,None,-5435000000,None,127000000,None,187462000000,16343000000,3428000000,3447000000,None,8546000000,191886000000,38470000000,49916000000,141696000000,104916000000,36780000000,6950000000,6931000000,19000000,2468000000,4354000000,118846000000,21993000000,6908000000,1552000000,5134000000,5134000000,71135000000,None,66499000000,5134000000,71700000000,66499000000,7949000000,10972000000,68616000000,7517000000,38202000000,55000000,4657000000
DHR,Health Care,Life Sciences Tools & Services,2017-12-31,USD,2018-01-05,2018-12-07,92.9177,100.4186,0.08072627712481047,8571300000,18329700000,9758400000,6947500000,2572300000,5042600000,956400000,8024400000,7500000,-162700000,-22600000,140100000,0,72800000,538100000,661000000,2863100000,371000000,162700000,2172200000,3519600000,3003200000,3664200000,2492100000,3477800000,968900000,None,258300000,611300000,1116900000,619600000,161400000,-3100000,2492100000,-843400000,-3098500000,-3778500000,None,None,None,378300000,378300000,None,0,1782100000,0,185800000,None,-333400000,130700000,46648600000,6850000000,630300000,630300000,1840800000,3521800000,39798600000,2223400000,2519400000,33435700000,11667100000,21768600000,45400000,45400000,0,857100000,538300000,20290400000,4792300000,1509900000,770900000,194700000,194700000,17220000000,None,10522100000,194700000,10327400000,10522100000,2421700000,5161100000,26358200000,None,22806100000,8100000,696600000
NKE,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",2017-05-31,USD,2017-06-09,2018-05-11,50.9719,65.8856,0.2925866997306359,15312000000,34467000000,29601000000,19038000000,4749000000,10563000000,None,10563000000,None,-59000000,94000000,59000000,117000000,196000000,706000000,716000000,4886000000,646000000,None,4240000000,3709000000,4749000000,5602000000,4240000000,3846000000,801000000,None,-364000000,777000000,706000000,1105000000,426000000,231000000,4240000000,-1008000000,-2148000000,None,3223000000,3223000000,None,1133000000,1133000000,None,None,1482000000,None,-2734000000,None,670000000,-20000000,23259000000,16061000000,3808000000,6179000000,5055000000,3677000000,4411000000,3989000000,3969000000,422000000,283000000,139000000,None,None,2371000000,1150000000,7198000000,10852000000,5474000000,2048000000,None,331000000,325000000,3471000000,None,3477000000,6000000,3471000000,3802000000,168000000,None,12407000000,None,6907000000,3000000,1646700000
MRK,Health Care,Pharmaceuticals,2017-12-31,USD,2018-01-05,2018-12-07,47.6158,65.6131,0.37796907749108494,11961000000,40122000000,27227000000,12912000000,-12699000000,10074000000,10339000000,24660000000,385000000,-754000000,385000000,754000000,-180000000,500000000,1500000000,3200000000,6497000000,4103000000,945000000,2418000000,2710000000,7251000000,10451000000,2394000000,6451000000,6345000000,None,-4082000000,-152000000,4676000000,1888000000,-297000000,145000000,2418000000,2679000000,-10006000000,-26000000,4014000000,4014000000,None,5167000000,5167000000,None,None,0,None,-3515000000,None,-423000000,457000000,87872000000,24766000000,6092000000,8498000000,5096000000,6873000000,58985000000,12439000000,16602000000,32467000000,14183000000,18284000000,16080000000,12892000000,2406000000,4299000000,6075000000,53536000000,18614000000,3102000000,None,3057000000,57000000,32470000000,None,10700000000,3000000000,21353000000,10700000000,10427000000,11117000000,34336000000,43794000000,41350000000,1788000000,2715000000
AZN,Health Care,Pharmaceuticals,2017-12-31,USD,2018-01-05,2018-12-07,31.0678,34.3781,0.10655083398245145,18147000000,22465000000,4318000000,4318000000,2292000000,10233000000,5757000000,15855000000,None,-1321000000,-764000000,713000000,None,None,None,3036000000,2227000000,-641000000,None,2868000000,None,3073000000,6109000000,3001000000,3578000000,None,None,None,None,3036000000,1620000000,None,-548000000,None,-2328000000,-2936000000,None,None,None,None,3519000000,3519000000,None,None,None,None,43000000,None,None,None,63354000000,13150000000,3231000000,3231000000,3035000000,None,50204000000,7615000000,None,26188000000,26188000000,11825000000,None,1120000000,1230000000,5654000000,2581000000,46712000000,16383000000,None,None,None,2247000000,30329000000,5000000,15560000000,2242000000,None,17807000000,10525000000,None,14960000000,None,8221000000,317000000,2534000000
